GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_co,restriction_type,governing_law
3153605,Colombia,,NATIONAL,,Magnolia lenticellata,Magnoliopsida,species,Magnoliaceae,Almanegra de Las Orqu<U+00ED>deas,Dugandiodendron lenticellata,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153469,Colombia,,NATIONAL,,Magnolia mahechae,Magnoliopsida,species,Magnoliaceae,Laurel Almanegra,"Dugandiodendron mahechae, Talauma machechae",Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153511,Colombia,,NATIONAL,,Magnolia narinensis,Magnoliopsida,species,Magnoliaceae,Cucharillo,Talauma narinensis,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
9559225,Colombia,,NATIONAL,,Magnolia neomagnifolia,Magnoliopsida,species,Magnoliaceae,Molinillo charambir<U+00E1>,"Dugandiodendron magnifolium, Magnolia magnifolia",Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153139,Colombia,,NATIONAL,,Magnolia polyhypsophylla,Magnoliopsida,species,Magnoliaceae,Almanegra de ventanas,Talauma polyhypsophylla,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153132,Colombia,,NATIONAL,,Magnolia rimachii,Magnoliopsida,species,Magnoliaceae,Magnolia sp.,Talauma rimachii,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153578,Colombia,,NATIONAL,,Magnolia sambuensis,Magnoliopsida,species,Magnoliaceae,Molinillo Guan<U+00E1>bano,Talauma sambuensis,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153507,Colombia,,NATIONAL,,Magnolia santanderiana,Magnoliopsida,species,Magnoliaceae,Magnolio de Santander,Talauma santanderiana,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153826,Colombia,,NATIONAL,,Magnolia silvioi,Magnoliopsida,species,Magnoliaceae,Guan<U+00E1>bano de Monte,Talauma silvioi,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153719,Colombia,,NATIONAL,,Magnolia striatifolia,Magnoliopsida,species,Magnoliaceae,Palo cucharillo,Dugandiodendron striatifolium,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3152918,Colombia,,NATIONAL,,Magnolia urraoensis,Magnoliopsida,species,Magnoliaceae,Almanegra de Urrao,"Dugandiodendron urraoense, Magnolia urraoense",Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3153158,Colombia,,NATIONAL,,Magnolia virolinensis,Magnoliopsida,species,Magnoliaceae,Platero,Talauma virolinensis,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153828,Colombia,,NATIONAL,,Magnolia wolfii,Magnoliopsida,species,Magnoliaceae,Hojarasco de Santa Rosa,Talauma wolfii,Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3153725,Colombia,,NATIONAL,,Magnolia yarumalensis,Magnoliopsida,species,Magnoliaceae,Purple turkey,"Dugandiodendron yarumalense, Magnolia yarumalense, Talauma yurumalense",Magnoliaceae; Res. 1912/2017 threatened flora,Magnolia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7981929,Colombia,,NATIONAL,,Ceiba samauma,Magnoliopsida,species,Malvaceae,Volador,"Bombax samauma, Campylanthera samauma, Ceiba burchellii, Ceiba phaeosantha, Eriodendron phaeosanthum, Eriodendron samauma, Xylon burchellii, Xylon phaeosanthum, Xylon samauma",Malvaceae; Res. 1912/2017 threatened flora,Ceiba,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4073159,Colombia,,NATIONAL,,Huberodendron patinoi,Magnoliopsida,species,Malvaceae,Carr<U+00E1>,NA,Malvaceae; Res. 1912/2017 threatened flora,Huberodendron,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
6685,Colombia,,NATIONAL,,Malvaceae,Magnoliopsida,species,Malvaceae,"Mallow Family, Mallows, mallow family, mallows","Berryaceae, Bombacaceae, Bombaceae, Buettneriaceae, Cacaoaceae, Chiranthodendraceae, Dombeyaceae, Fremontiaceae, Grewiaceae, Hermanniaceae, Hibiscaceae, Lasiopetalaceae, Melochiaceae, Philippodendraceae, Plagianthaceae, Sidaceae, Sparmanniaceae, Sterculariaceae, Theobromataceae, Triplobaceae, Triplochitonaceae",Malvaceae; Res. 1912/2017 threatened flora,Malvaceae,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5564582,Colombia,,NATIONAL,,Compsoneura anoriensis,Magnoliopsida,species,Myristicaceae,Casta<U+00F1>o de Anor<U+00ED>,NA,Myristicaceae; Res. 1912/2017 threatened flora,Compsoneura,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5564559,Colombia,,NATIONAL,,Compsoneura claroensis,Magnoliopsida,species,Myristicaceae,Casta<U+00F1>o de r<U+00ED>o Claro,NA,Myristicaceae; Res. 1912/2017 threatened flora,Compsoneura,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5564535,Colombia,,NATIONAL,,Compsoneura cuatrecasasii,Magnoliopsida,species,Myristicaceae,Casta<U+00F1>o del Pac<U+00ED>fico,NA,Myristicaceae; Res. 1912/2017 threatened flora,Compsoneura,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3743874,Colombia,,NATIONAL,,Iryanthera megistocarpa,Magnoliopsida,species,Myristicaceae,Sota,NA,Myristicaceae; Res. 1912/2017 threatened flora,Iryanthera,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3743863,Colombia,,NATIONAL,,Iryanthera megistophylla,Magnoliopsida,species,Myristicaceae,Cu<U+00E1>ngare de Loma,NA,Myristicaceae; Res. 1912/2017 threatened flora,Iryanthera,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3743798,Colombia,,NATIONAL,,Otoba acuminata,Magnoliopsida,species,Myristicaceae,Otobo,Dialyanthera acuminata,Myristicaceae; Res. 1912/2017 threatened flora,Otoba,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3743742,Colombia,,NATIONAL,,Otoba lehmannii,Magnoliopsida,species,Myristicaceae,Cu<U+00E1>ngare otobo,Dialyanthera lehmannii,Myristicaceae; Res. 1912/2017 threatened flora,Otoba,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3743473,Colombia,,NATIONAL,,Virola dixonii,Magnoliopsida,species,Myristicaceae,Cu<U+00E1>ngare de Dixon,NA,Myristicaceae; Res. 1912/2017 threatened flora,Virola,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2812549,Colombia,,NATIONAL,,Anguloa brevilabris,Liliopsida,species,Orchidaceae,Cuna de Venus,"Anguloa goldschmidtiana, Anguloa sagittata, Anguloa ruckeri retusa",Orchidaceae; Res. 1912/2017 threatened flora,Anguloa,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
7697417,Colombia,,NATIONAL,,Anguloa cliftonii,Liliopsida,species,Orchidaceae,Clifton's Anguloa,"Anguloa cliftonii alba, Anguloa cliftonii concolor",Orchidaceae; Res. 1912/2017 threatened flora,Anguloa,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2812559,Colombia,,NATIONAL,,Anguloa eburnea,Liliopsida,species,Orchidaceae,Anguloa sp.,"Anguloa clowesii eburnea, Anguloa eburnea, Anguloa uniflora eburnea, Anguloa ruckeri alba, Anguloa ruckeri albiflora",Orchidaceae; Res. 1912/2017 threatened flora,Anguloa,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2812566,Colombia,,NATIONAL,,Anguloa hohenlohii,Liliopsida,species,Orchidaceae,Anguloa sp.,Anguloa purpurea,Orchidaceae; Res. 1912/2017 threatened flora,Anguloa,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
12211018,Colombia,,NATIONAL,,Anguloa virginalis,Liliopsida,species,Orchidaceae,Cuna de Venus,Anguloa virginalis,Orchidaceae; Res. 1912/2017 threatened flora,Anguloa,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2801114,Colombia,,NATIONAL,,Cattleya mendelii,Liliopsida,species,Orchidaceae,Cattleya sp.,"Cattleya bluntii, Cattleya cupidon, Cattleya hackbridgensis, Cattleya labiata bella, Cattleya labiata mendelii, Cattleya mendelii, Cattleya mendelii morganiae, Cattleya mendelii grandiflora, Cattleya mendelii morganae, Cattleya mendelli unranked, Cattleya morganae, Cattleya morganiae",Orchidaceae; Res. 1912/2017 threatened flora,Cattleya,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
7702769,Colombia,,NATIONAL,,Cattleya quadricolor,Liliopsida,species,Orchidaceae,Azucena,"Cattleya candida, Cattleya caucaensis, Cattleya chocoensis, Cattleya ruckeri, Cymbidium candidum",Orchidaceae; Res. 1912/2017 threatened flora,Cattleya,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2801054,Colombia,,NATIONAL,,Cattleya schroederae,Liliopsida,species,Orchidaceae,Lirio,"Cattleya schroederae alba, Cattleya trianae schoederae, Cattleya trianae schroederae",Orchidaceae; Res. 1912/2017 threatened flora,Cattleya,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2796017,Colombia,,NATIONAL,,Comparettia ignea,Liliopsida,species,Orchidaceae,Comparettia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Comparettia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
2795696,Colombia,,NATIONAL,,Coryanthes flava,Liliopsida,species,Orchidaceae,Coryanthes sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Coryanthes,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2795687,Colombia,,NATIONAL,,Coryanthes toulemondiana,Liliopsida,species,Orchidaceae,Coryanthes sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Coryanthes,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2795704,Colombia,,NATIONAL,,Coryanthes villegasiana,Liliopsida,species,Orchidaceae,Coryanthes sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Coryanthes,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2783305,Colombia,,NATIONAL,,Cycnoches barthiorum,Liliopsida,species,Orchidaceae,Cycnoches sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Cycnoches,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2783324,Colombia,,NATIONAL,,Cycnoches brachydactylon,Liliopsida,species,Orchidaceae,Cycnoches sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Cycnoches,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2783315,Colombia,,NATIONAL,,Cycnoches egertonianum,Liliopsida,species,Orchidaceae,Cycnoches sp.,"Cycnoches glanduliferum, Cycnoches ventricosum egertonianum",Orchidaceae; Res. 1912/2017 threatened flora,Cycnoches,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2783341,Colombia,,NATIONAL,,Cycnoches herrenhusanum,Liliopsida,species,Orchidaceae,Cycnoches sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Cycnoches,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2832803,Colombia,,NATIONAL,,Cyrtochilum dipterum,Liliopsida,species,Orchidaceae,Cyrtochilum sp.,"Odontoglossum calodryas, Odontoglossum dipterum, Oncidium dipterum",Orchidaceae; Res. 1912/2017 threatened flora,Cyrtochilum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2832712,Colombia,,NATIONAL,,Cyrtochilum ioplocon,Liliopsida,species,Orchidaceae,Cyrtochilum sp.,Odontoglossum ioplocon,Orchidaceae; Res. 1912/2017 threatened flora,Cyrtochilum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2832664,Colombia,,NATIONAL,,Cyrtochilum ixioides,Liliopsida,species,Orchidaceae,Cyrtochilum sp.,"Cyrtochilum narthecioides, Odontoglossum ixioides, Odontoglossum narthecioides, Oncidium ixioides",Orchidaceae; Res. 1912/2017 threatened flora,Cyrtochilum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2832706,Colombia,,NATIONAL,,Cyrtochilum leucopterum,Liliopsida,species,Orchidaceae,Cyrtochilum sp.,Odontoglossum leucopterum,Orchidaceae; Res. 1912/2017 threatened flora,Cyrtochilum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2832829,Colombia,,NATIONAL,,Cyrtochilum melanthes,Liliopsida,species,Orchidaceae,Cyrtochilum sp.,"Cyrtochilum prasinum, Cyrtochilum pullulans, Dasyglossum bachmannii, Dasyglossum melanthes, Dasyglossum prasinum, Dasyglossum pseudomelanthes, Irenea melantha, Irenea melanthes, Odontoglossum bachmannii, Odontoglossum melanthes, Odontoglossum prasinum, Odontoglossum pseudomelanthes, Oncidium pseudomelanthes, Trigonochilum bachmannii, Trigonochilum melanthes, Trigonochilum prasinum, Trigonochilum pseudomelanthes",Orchidaceae; Res. 1912/2017 threatened flora,Cyrtochilum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2833015,Colombia,,NATIONAL,,Cyrtochilum revolutum,Liliopsida,species,Orchidaceae,Cyrtochilum sp.,"Odontoglossum bogotense, Odontoglossum jamaicense, Odontoglossum lindenii, Odontoglossum platyodon, Odontoglossum platyotum, Odontoglossum revolutum, Oncidium revolutum",Orchidaceae; Res. 1912/2017 threatened flora,Cyrtochilum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2832848,Colombia,,NATIONAL,,Cyrtochilum weirii,Liliopsida,species,Orchidaceae,Cyrtochilum sp.,"Odontoglossum marginellum, Odontoglossum weirii, Trigonochilum weirii",Orchidaceae; Res. 1912/2017 threatened flora,Cyrtochilum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2783396,Colombia,,NATIONAL,,Diodonopsis pterygiophora,Liliopsida,species,Orchidaceae,Diodonopsis sp.,"Masdevallia pterygiophora, Pteroon pterygiophorum",Orchidaceae; Res. 1912/2017 threatened flora,Diodonopsis,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818703,Colombia,,NATIONAL,,Dracula alcithoe,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818679,Colombia,,NATIONAL,,Dracula amaliae,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818662,Colombia,,NATIONAL,,Dracula andreettae,Liliopsida,species,Orchidaceae,Dracula sp.,Masdevallia andreettae,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818625,Colombia,,NATIONAL,,Dracula aphrodes,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818778,Colombia,,NATIONAL,,Dracula bella,Liliopsida,species,Orchidaceae,Banderita Linda,Masdevallia bella,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818762,Colombia,,NATIONAL,,Dracula bellerophon,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818743,Colombia,,NATIONAL,,Dracula benedicti,Liliopsida,species,Orchidaceae,Dracula sp.,"Dracula benedictii hubeinii, Dracula hubeinii, Dracula troglodytes, Masdevallia benedicti, Masdevallia troglodytes",Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818700,Colombia,,NATIONAL,,Dracula berthae,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818632,Colombia,,NATIONAL,,Dracula carcinopsis,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818720,Colombia,,NATIONAL,,Dracula chiroptera,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818675,Colombia,,NATIONAL,,Dracula citrina,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818659,Colombia,,NATIONAL,,Dracula cochliops,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818846,Colombia,,NATIONAL,,Dracula cutis-bufonis,Liliopsida,species,Orchidaceae,Piel de sapo,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818767,Colombia,,NATIONAL,,Dracula decussata,Liliopsida,species,Orchidaceae,Dracula sp.,Dracula niesseniae,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818729,Colombia,,NATIONAL,,Dracula diabola,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818717,Colombia,,NATIONAL,,Dracula diana,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818628,Colombia,,NATIONAL,,Dracula exasperata,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818713,Colombia,,NATIONAL,,Dracula gigas,Liliopsida,species,Orchidaceae,Dracula sp.,Masdevallia gigas,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
8692711,Colombia,,NATIONAL,,Dracula gorgona,Liliopsida,species,Orchidaceae,Dracula sp.,"Masdevallia chimaera gorgona, Masdevallia gorgona",Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818643,Colombia,,NATIONAL,,Dracula gorgonella,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818664,Colombia,,NATIONAL,,Dracula insolita,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818806,Colombia,,NATIONAL,,Dracula lehmanniana,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818780,Colombia,,NATIONAL,,Dracula lemurella,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818678,Colombia,,NATIONAL,,Dracula levii,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818661,Colombia,,NATIONAL,,Dracula ligiae,Liliopsida,species,Orchidaceae,Ligia's Dracula,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818721,Colombia,,NATIONAL,,Dracula minax,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818822,Colombia,,NATIONAL,,Dracula nosferatu,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818769,Colombia,,NATIONAL,,Dracula nycterina,Liliopsida,species,Orchidaceae,Dracula sp.,"Masdevallia chimaera, Masdevallia nycterina",Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818758,Colombia,,NATIONAL,,Dracula octavioi,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818718,Colombia,,NATIONAL,,Dracula ophioceps,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2818687,Colombia,,NATIONAL,,Dracula orientalis,Liliopsida,species,Orchidaceae,Dracula sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Dracula,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
